spu_code,week,qty,revenue
PR000075,2025-W46,141,526.74
PR000075,2025-W47,176,571.84
PR000075,2025-W48,193,636.28
PR000075,2025-W49,159,516.38
PR000075,2025-W50,132,469.6
PR000075,2025-W51,245,797.24
PR000075,2025-W52,187,649.4
PR000075,2026-W01,160,526.65
PR000075,2026-W02,228,751.45
PR000075,2026-W03,195,672.11
PR000075,2026-W04,118,406.48
PR000075,2026-W05,110,399.9
PR000075,2026-W06,150,507.59
PR000075,2026-W07,219,737.61
PR000075,2026-W08,26,89.82
PR000076,2025-W35,18,103.5
PR000076,2025-W36,133,765.33
PR000076,2025-W37,138,801.04
PR000076,2025-W38,108,626.8
PR000076,2025-W39,182,1059.26
PR000076,2025-W40,175,1023.07
PR000076,2025-W41,163,945.37
PR000076,2025-W42,207,1198.37
PR000076,2025-W43,182,1056.36
PR000076,2025-W44,164,952.86
PR000076,2025-W45,174,949.37
PR000076,2025-W46,170,819.46
PR000076,2025-W47,202,964.33
PR000076,2025-W48,149,705.56
PR000076,2025-W49,214,1018.94
PR000076,2025-W50,287,1362.81
PR000076,2025-W51,300,1416.85
PR000076,2025-W52,198,950.54
PR000076,2026-W01,244,1183.86
PR000076,2026-W02,240,1139.72
PR000076,2026-W03,266,1272.55
PR000076,2026-W04,286,1363.98
PR000076,2026-W05,242,1140.28
PR000076,2026-W06,325,1529.53
PR000076,2026-W07,318,1497.35
PR000076,2026-W08,25,119.61
PR000077,2025-W35,16,87.2
PR000077,2025-W36,131,716.11
PR000077,2025-W37,164,901.9
PR000077,2025-W38,161,887.17
PR000077,2025-W39,180,992.88
PR000077,2025-W40,190,1050.62
PR000077,2025-W41,168,925.32
PR000077,2025-W42,199,1093.73
PR000077,2025-W43,203,1116.61
PR000077,2025-W44,201,1105.71
PR000077,2025-W45,169,877.39
PR000077,2025-W46,208,967.78
PR000077,2025-W47,234,1060.49
PR000077,2025-W48,182,816.74
PR000077,2025-W49,267,1216.34
PR000077,2025-W50,280,1257.8
PR000077,2025-W51,307,1402.74
PR000077,2025-W52,208,964.31
PR000077,2026-W01,253,1166.72
PR000077,2026-W02,233,1067.55
PR000077,2026-W03,222,1003.82
PR000077,2026-W04,220,1007.62
PR000077,2026-W05,205,932.96
PR000077,2026-W06,292,1322.64
PR000077,2026-W07,274,1222.07
PR000077,2026-W08,32,144.42
PR000078,2025-W35,11,57.75
PR000078,2025-W36,57,299.78
PR000078,2025-W37,68,361.77
PR000078,2025-W38,62,334.51
PR000078,2025-W39,104,559.25
PR000078,2025-W40,98,522.45
PR000078,2025-W41,84,449.48
PR000078,2025-W42,87,462.05
PR000078,2025-W43,71,376.99
PR000078,2025-W44,84,447.89
PR000078,2025-W45,82,419.53
PR000078,2025-W46,97,423.72
PR000078,2025-W47,112,497.78
PR000078,2025-W48,72,328.94
PR000078,2025-W49,118,528.22
PR000078,2025-W50,116,515.32
PR000078,2025-W51,108,477.98
PR000078,2025-W52,68,314.52
PR000078,2026-W01,110,487.77
PR000078,2026-W02,103,468.91
PR000078,2026-W03,90,395.38
PR000078,2026-W04,102,451.55
PR000078,2026-W05,110,486.72
PR000078,2026-W06,136,600.14
PR000078,2026-W07,128,552.51
PR000078,2026-W08,16,68.25
PR000079,2025-W35,6,31.5
PR000079,2025-W36,45,236.25
PR000079,2025-W37,76,399.0
PR000079,2025-W38,85,446.25
PR000079,2025-W39,83,435.75
PR000079,2025-W40,105,551.25
PR000079,2025-W41,90,472.5
PR000079,2025-W42,110,577.5
PR000079,2025-W43,105,551.25
PR000079,2025-W44,86,451.5
PR000079,2025-W45,77,390.6
PR000079,2025-W46,79,346.5
PR000079,2025-W47,102,446.25
PR000079,2025-W48,115,499.07
PR000079,2025-W49,127,550.2
PR000079,2025-W50,137,618.48
PR000079,2025-W51,159,698.25
PR000079,2025-W52,118,522.9
PR000079,2026-W01,146,657.3
PR000079,2026-W02,137,599.55
PR000079,2026-W03,150,663.6
PR000079,2026-W04,164,717.15
PR000079,2026-W05,157,685.65
PR000079,2026-W06,219,954.45
PR000079,2026-W07,207,903.06
PR000079,2026-W08,26,116.8
PR000080,2025-W40,1015,4374.31
PR000080,2025-W41,1448,5693.63
PR000080,2025-W42,1287,4811.15
PR000080,2025-W43,1022,4180.64
PR000080,2025-W44,740,2809.29
PR000080,2025-W45,750,2733.58
PR000080,2025-W46,428,1581.63
PR000080,2025-W47,568,1935.33
PR000080,2025-W48,515,1892.33
PR000080,2025-W49,620,2141.51
PR000080,2025-W50,535,1903.77
PR000080,2025-W51,651,2239.2
PR000080,2025-W52,386,1311.75
PR000080,2026-W01,425,1476.75
PR000080,2026-W02,665,2226.46
PR000080,2026-W03,568,2018.6
PR000080,2026-W04,442,1638.63
PR000080,2026-W05,379,1432.55
PR000080,2026-W06,523,1881.38
PR000080,2026-W07,633,2222.04
PR000080,2026-W08,83,306.11
PR000081,2025-W40,149,560.51
PR000081,2025-W41,334,1173.29
PR000081,2025-W42,515,1824.71
PR000081,2025-W43,440,1522.83
PR000081,2025-W44,340,1140.92
PR000081,2025-W45,273,942.03
PR000081,2025-W46,277,931.07
PR000081,2025-W47,308,961.58
PR000081,2025-W48,309,1031.11
PR000081,2025-W49,404,1334.71
PR000081,2025-W50,442,1509.93
PR000081,2025-W51,431,1486.69
PR000081,2025-W52,390,1333.42
PR000081,2026-W01,419,1493.72
PR000081,2026-W02,380,1245.15
PR000081,2026-W03,364,1351.31
PR000081,2026-W04,308,1070.32
PR000081,2026-W05,360,1299.94
PR000081,2026-W06,394,1457.98
PR000081,2026-W07,324,1236.83
PR000081,2026-W08,46,179.71
PR000083,2025-W38,811,3376.41
PR000083,2025-W39,807,2804.95
PR000083,2025-W40,945,3328.14
PR000083,2025-W41,615,2158.2
PR000083,2025-W42,565,2055.66
PR000083,2025-W43,441,1668.98
PR000083,2025-W44,401,1448.19
PR000083,2025-W45,241,861.99
PR000083,2025-W46,134,458.94
PR000083,2025-W47,177,576.27
PR000083,2025-W48,102,340.87
PR000083,2025-W49,111,371.39
PR000083,2025-W50,103,338.84
PR000083,2025-W51,114,399.94
PR000083,2025-W52,47,182.78
PR000083,2026-W01,63,232.11
PR000083,2026-W02,99,335.24
PR000083,2026-W03,66,205.06
PR000083,2026-W04,73,275.47
PR000083,2026-W05,45,162.07
PR000083,2026-W06,62,219.24
PR000083,2026-W07,58,208.07
PR000083,2026-W08,8,29.88
PR000084,2025-W38,205,793.31
PR000084,2025-W39,219,765.35
PR000084,2025-W40,346,1158.53
PR000084,2025-W41,383,1343.82
PR000084,2025-W42,497,1676.12
PR000084,2025-W43,454,1564.05
PR000084,2025-W44,483,1573.98
PR000084,2025-W45,267,831.84
PR000084,2025-W46,267,840.68
PR000084,2025-W47,261,817.73
PR000084,2025-W48,233,801.5
PR000084,2025-W49,292,998.13
PR000084,2025-W50,302,1024.91
PR000084,2025-W51,263,885.74
PR000084,2025-W52,192,658.2
PR000084,2026-W01,186,690.11
PR000084,2026-W02,141,479.95
PR000084,2026-W03,131,490.43
PR000084,2026-W04,135,463.5
PR000084,2026-W05,153,562.4
PR000084,2026-W06,156,599.36
PR000084,2026-W07,109,392.58
PR000084,2026-W08,12,46.55
PR000086,2025-W43,366,1456.3
PR000086,2025-W44,605,2088.06
PR000086,2025-W45,610,2043.13
PR000086,2025-W46,343,1290.1
PR000086,2025-W47,442,1619.55
PR000086,2025-W48,379,1319.29
PR000086,2025-W49,410,1455.39
PR000086,2025-W50,386,1429.6
PR000086,2025-W51,411,1527.11
PR000086,2025-W52,233,870.33
PR000086,2026-W01,217,843.52
PR000086,2026-W02,486,1762.36
PR000086,2026-W03,350,1465.31
PR000086,2026-W04,265,1112.6
PR000086,2026-W05,260,1043.65
PR000086,2026-W06,385,1495.19
PR000086,2026-W07,365,1432.87
PR000086,2026-W08,50,193.94
PR000087,2025-W43,250,932.83
PR000087,2025-W44,704,2398.8
PR000087,2025-W45,587,2046.26
PR000087,2025-W46,495,1692.77
PR000087,2025-W47,570,1823.13
PR000087,2025-W48,478,1564.56
PR000087,2025-W49,655,2125.0
PR000087,2025-W50,652,2250.16
PR000087,2025-W51,729,2508.85
PR000087,2025-W52,509,1758.18
PR000087,2026-W01,581,2019.65
PR000087,2026-W02,570,1898.99
PR000087,2026-W03,427,1560.79
PR000087,2026-W04,415,1541.68
PR000087,2026-W05,453,1697.02
PR000087,2026-W06,455,1717.3
PR000087,2026-W07,420,1514.45
PR000087,2026-W08,37,145.92
PR000088,2025-W43,497,2105.03
PR000088,2025-W44,709,2487.69
PR000088,2025-W45,623,2134.73
PR000088,2025-W46,461,1599.09
PR000088,2025-W47,496,1654.81
PR000088,2025-W48,390,1329.01
PR000088,2025-W49,425,1503.59
PR000088,2025-W50,366,1347.99
PR000088,2025-W51,473,1584.91
PR000088,2025-W52,284,1028.62
PR000088,2026-W01,284,1092.93
PR000088,2026-W02,372,1294.59
PR000088,2026-W03,279,1033.12
PR000088,2026-W04,211,750.41
PR000088,2026-W05,194,732.25
PR000088,2026-W06,232,891.95
PR000088,2026-W07,241,848.46
PR000088,2026-W08,24,104.12
PR000089,2025-W43,305,1243.91
PR000089,2025-W44,602,2017.17
PR000089,2025-W45,475,1610.14
PR000089,2025-W46,508,1595.03
PR000089,2025-W47,547,1794.52
PR000089,2025-W48,475,1632.21
PR000089,2025-W49,634,2109.94
PR000089,2025-W50,686,2424.18
PR000089,2025-W51,677,2352.68
PR000089,2025-W52,505,1804.96
PR000089,2026-W01,563,1990.08
PR000089,2026-W02,441,1463.05
PR000089,2026-W03,339,1189.32
PR000089,2026-W04,326,1134.66
PR000089,2026-W05,368,1363.59
PR000089,2026-W06,388,1450.65
PR000089,2026-W07,264,955.04
PR000089,2026-W08,36,136.35
PR000090,2025-W45,528,1937.9
PR000090,2025-W46,847,3053.66
PR000090,2025-W47,627,2119.32
PR000090,2025-W48,476,1628.54
PR000090,2025-W49,523,1833.12
PR000090,2025-W50,449,1590.23
PR000090,2025-W51,563,1908.67
PR000090,2025-W52,388,1346.76
PR000090,2026-W01,339,1184.0
PR000090,2026-W02,426,1399.35
PR000090,2026-W03,281,1031.84
PR000090,2026-W04,185,732.8
PR000090,2026-W05,164,635.72
PR000090,2026-W06,248,890.95
PR000090,2026-W07,219,800.92
PR000090,2026-W08,19,79.03
PR000091,2025-W45,314,1170.51
PR000091,2025-W46,1011,3358.29
PR000091,2025-W47,755,2373.55
PR000091,2025-W48,722,2436.97
PR000091,2025-W49,852,2714.17
PR000091,2025-W50,861,2909.36
PR000091,2025-W51,881,2872.98
PR000091,2025-W52,678,2276.12
PR000091,2026-W01,705,2317.32
PR000091,2026-W02,492,1587.29
PR000091,2026-W03,314,1126.45
PR000091,2026-W04,251,915.57
PR000091,2026-W05,315,1143.65
PR000091,2026-W06,313,1140.54
PR000091,2026-W07,216,801.39
PR000091,2026-W08,34,134.55
PR000101,2025-W42,1,3.0
PR000101,2025-W51,2,8.84
PR000101,2026-W02,2,9.2
PR000101,2026-W03,1,4.6
PR000101,2026-W04,3,11.8
PR000101,2026-W05,4,18.4
PR000107,2025-W50,2,19.9
PR000108,2026-W03,360,1451.37
PR000108,2026-W04,512,1933.64
PR000108,2026-W05,391,1499.55
PR000108,2026-W06,522,2067.56
PR000108,2026-W07,438,1751.01
PR000108,2026-W08,43,161.79
PR000109,2026-W03,300,1119.63
PR000109,2026-W04,541,2029.11
PR000109,2026-W05,489,1819.28
PR000109,2026-W06,518,1927.59
PR000109,2026-W07,345,1371.2
PR000109,2026-W08,32,124.55
PR000110,2026-W03,586,2211.27
PR000110,2026-W04,800,3020.84
PR000110,2026-W05,496,1837.69
PR000110,2026-W06,648,2385.54
PR000110,2026-W07,501,1766.78
PR000110,2026-W08,51,198.55
PR000111,2026-W03,677,2499.55
PR000111,2026-W04,1146,4219.9
PR000111,2026-W05,1031,3718.64
PR000111,2026-W06,976,3599.22
PR000111,2026-W07,513,1904.48
PR000111,2026-W08,66,239.34
PR000112,2026-W07,1399,5038.91
PR000112,2026-W08,98,343.88
PR000113,2026-W07,1140,4085.03
PR000113,2026-W08,102,372.57
PR000114,2026-W07,430,1475.23
PR000114,2026-W08,29,99.11
